country,method,layer,alpha,phenomenon_category,preferred_on_right,p_spare_preferred,n_left,n_right
GBR,activation_steering,32,1.5,Fitness,0,1.0,3,3
GBR,activation_steering,32,1.5,Species,0,0.0001583099365234375,3,3
GBR,activation_steering,32,1.5,SocialValue,0,1.0,3,3
GBR,activation_steering,32,1.5,SocialValue,0,1.0,3,3
GBR,activation_steering,32,1.5,SocialValue,0,1.0,5,5
GBR,activation_steering,32,1.5,SocialValue,1,0.000804901123046875,2,2
GBR,activation_steering,32,1.5,SocialValue,0,0.99609375,3,3
GBR,activation_steering,32,1.5,Age,0,0.99609375,1,1
GBR,activation_steering,32,1.5,Fitness,1,0.00102996826171875,3,3
GBR,activation_steering,32,1.5,SocialValue,0,0.9921875,4,4
GBR,activation_steering,32,1.5,SocialValue,0,0.99609375,2,2
GBR,activation_steering,32,1.5,Gender,1,0.0002613067626953125,5,5
GBR,activation_steering,32,1.5,Utilitarianism,1,1.0,4,5
GBR,activation_steering,32,1.5,Utilitarianism,0,0.06005859375,4,1
GBR,activation_steering,32,1.5,Fitness,0,1.0,4,4
GBR,activation_steering,32,1.5,Utilitarianism,1,1.0,2,5
GBR,activation_steering,32,1.5,Species,0,0.002471923828125,4,4
GBR,activation_steering,32,1.5,Gender,1,0.0003795623779296875,3,3
GBR,activation_steering,32,1.5,Gender,0,1.0,1,1
GBR,activation_steering,32,1.5,Gender,0,1.0,4,4
GBR,activation_steering,32,1.5,SocialValue,0,0.9609375,1,1
GBR,activation_steering,32,1.5,Gender,0,1.0,3,3
GBR,activation_steering,32,1.5,Gender,1,0.000179290771484375,5,5
GBR,activation_steering,32,1.5,Age,0,0.99609375,4,4
GBR,activation_steering,32,1.5,SocialValue,0,0.99609375,1,1
GBR,activation_steering,32,1.5,Age,1,0.003173828125,3,3
GBR,activation_steering,32,1.5,Gender,1,0.00116729736328125,3,3
GBR,activation_steering,32,1.5,SocialValue,1,0.00020313262939453125,5,5
GBR,activation_steering,32,1.5,Fitness,0,1.0,4,4
GBR,activation_steering,32,1.5,Fitness,0,1.0,2,2
GBR,activation_steering,32,1.5,Gender,0,1.0,5,5
GBR,activation_steering,32,1.5,Species,0,0.037353515625,1,1
GBR,activation_steering,32,1.5,SocialValue,0,0.99609375,2,2
GBR,activation_steering,32,1.5,Fitness,0,1.0,3,3
GBR,activation_steering,32,1.5,SocialValue,1,0.0006256103515625,4,4
GBR,activation_steering,32,1.5,Gender,1,0.003173828125,1,1
GBR,activation_steering,32,1.5,SocialValue,1,0.0003795623779296875,4,4
